RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
17264,19998,7032,117961,118225,120551,118318,168365,118205,118319
11198,36919,15887,117961,118052,120356,120357,127906,118424,120359
1018,79935,21867,117961,118052,123144,118396,300044,118398,118399
21797,15715,15570,118752,118753,117945,119849,129519,118638,119851
17854,14570,14353,5110,117954,117895,118568,281735,19721,118570
769,79652,7578,117961,118343,120722,118784,121873,290919,118786
1319,2809,53190,117961,118300,19772,118321,117906,290919,118322
29340,15007,3332,117961,118343,121747,118321,117906,290919,118322
7300,75834,118619,117961,118343,118514,117905,117906,290919,117908
709,1023,16557,117961,118327,120318,117905,117906,290919,117908
17159,73134,43514,117961,118446,120620,118801,160106,19793,118803
528,77466,93568,118976,118977,117895,118194,118195,117887,118196
2449,17249,18454,117961,118343,119598,125171,257115,118424,125173
10770,4605,7554,117961,118300,121176,118777,279443,308574,118779
25914,21743,16641,117929,117940,117941,118568,293374,19721,118570
32624,4675,3838,117961,118225,119924,117905,240983,290919,117908
6510,15714,5667,122532,122533,117945,280788,280788,292795,119082
3368,7678,275544,117876,117877,117878,117879,117879,19721,117880
13413,39968,18213,117961,118386,125016,118451,126309,118453,118454
12326,80203,52687,117961,117962,118910,119346,4673,4673,119348
19817,16191,7133,117961,118327,118320,118321,118448,290919,118322
22003,79092,4994,117961,118300,118514,117905,240983,290919,117908
13586,20284,27430,117980,117981,117884,117879,117886,19721,117880
26850,6977,2307,117961,118300,119181,118784,120474,290919,118786
869,78122,50255,5110,117954,117895,118568,281735,19721,118570
16496,73945,6021,117961,118413,122007,117905,290878,290919,117908
32248,79299,5546,119134,119135,118575,118636,175234,118638,118639
7350,6449,25607,117961,118343,118856,118784,118785,290919,118786
4010,33147,2014,117961,117962,117904,120773,127525,118960,120774
25849,110276,7346,117961,118343,123125,118259,117906,290919,118261
22703,4675,50952,117961,118327,118929,118259,120721,290919,118261
6461,20351,17728,117961,118446,119986,118318,168365,118205,118319
26168,74241,23111,119691,119692,118635,122967,190850,119695,122969
9176,38392,92071,117929,117930,117884,117879,117886,19721,117880
6286,44466,3917,117961,118300,121405,118321,118448,290919,118322
25126,40438,7389,117961,118386,118746,118747,239652,118453,118749
30851,40027,8430,117961,118225,118403,117905,117906,290919,117908
13720,43023,1065,117961,118327,126310,118641,306399,118643,118644
1169,77235,20681,117876,117877,118810,119899,135517,19793,119900
11517,39262,56723,118315,118316,118317,118318,118318,118205,118319
25582,20289,29279,118120,118121,117884,117885,117913,117887,117888
12,79954,46608,118315,118463,122636,120773,123148,118960,120774
7115,15064,6082,117961,118327,118529,118054,118054,117887,118055
23382,76479,17783,117961,118413,128801,118784,121873,290919,118786
15804,38480,50379,118126,118237,117895,117885,117913,117887,117888
18789,32064,1938,117961,118300,118066,120560,304465,118643,120562
10581,74717,4308,117961,118343,118833,118834,309123,118424,118836
4574,5372,3023,117961,118343,122012,117905,240983,290919,117908
2007,25677,50736,117961,118052,118821,118321,117906,290919,118322
7381,36544,1549,118084,118085,117884,117879,117886,19721,117880
10696,80156,30533,91261,118026,119507,123045,123107,120518,123047
19469,75466,16527,91261,118026,122938,119962,168365,118205,119964
204,36674,14633,118106,118107,117884,117879,117886,19721,117880
23127,28149,5496,91261,118026,118202,118321,117906,290919,118322
11106,41385,25607,117961,118343,118856,118784,118785,290919,118786
3237,35969,4403,118315,118316,129128,119849,126747,118638,119851
17586,39264,7710,117902,118041,117945,280788,280788,292795,119082
3759,36731,19881,118006,118007,117941,117879,117897,19721,117880
4451,13878,2518,117961,118300,19772,132096,266851,119095,132098
26451,79628,16802,117961,118225,120535,127589,311867,118478,127590
18150,81355,28152,118315,118316,118317,118777,279443,308574,118779
6823,42367,13037,118006,118007,118008,118568,292195,19721,118570
21341,81250,770,117961,118300,119181,118451,130134,118453,118454
8939,32270,59267,117961,117962,120924,120418,301534,249618,120419
590,15342,4468,117961,118413,119968,118321,117906,290919,118322
6670,25103,7076,117961,118225,120041,119093,124352,119095,119096
24290,80063,70056,117961,118225,118403,118777,279443,308574,118779
23722,25993,4567,117961,118300,118514,119962,168365,118205,119964
4876,80459,2518,117961,118300,19772,118777,164026,308574,118779
24934,153,163,117961,118413,121639,118536,118537,308574,118539
21431,25827,5396,117961,118343,119993,118321,117906,290919,118322
12128,74310,6277,117961,118343,120722,117905,117906,290919,117908
9361,971,20434,117890,117891,117878,117899,123862,19721,117900
1289,20115,6890,117961,118446,118684,117905,117906,290919,117908
11848,23096,36,117961,118413,119968,118321,117906,290919,118322
26438,44911,21009,117961,118343,149210,120097,174445,270488,120099
29240,28510,19857,117929,117940,117920,118568,281735,19721,118570
4294,43717,7284,91261,118026,118202,118321,117906,290919,118322
5917,72201,95479,117961,118327,118492,132692,226262,270488,132694
15728,25553,17106,117916,117917,117920,145648,123191,119784,163313
10723,74909,13849,117961,118386,119954,118523,310608,118331,118525
31255,75477,1838,117961,118386,118896,118523,311622,118331,118525
2080,75876,798,118752,119070,119121,280788,280788,292795,119082
29986,15715,15435,117961,118343,122299,119949,131270,290919,119951
78,78844,15645,117961,118052,122392,128903,160695,292795,128905
9159,37734,12260,117926,118124,117884,117885,117913,117887,117888
25618,80151,70264,117961,118343,118437,118523,306404,118331,118525
912,31441,16817,117961,118386,123144,123067,300044,118398,123068
21824,75639,17617,117961,118386,119214,118784,124874,290919,118786
21046,87089,4820,117961,118343,123454,119928,310608,118331,119929
785,37732,65460,118079,118080,117878,117879,118177,19721,117880
10948,15922,5504,117961,118300,118514,118784,171184,290919,118786
20803,17092,4378,117961,118327,118507,118054,120238,117887,118055
18196,312139,3966,117961,118343,122012,117905,240983,290919,117908
23601,40409,4659,117961,118225,120663,118321,117906,290919,118322
24444,17296,17598,117961,118300,118631,307024,132719,118331,118332
9199,19284,4488,117961,118413,126229,118259,134224,290919,118261
7973,23497,3918,117961,118343,118660,118912,309291,118424,118914
27708,40599,5183,118290,118291,119837,118834,169002,118424,118836
4409,35407,771,117961,118300,120722,118784,213944,290919,118786
14787,43305,120114,118725,118726,121014,126085,309858,119221,126087
1141,20733,21162,118095,118096,118008,117885,118097,117887,117888
12262,75338,75342,118126,118237,117895,117879,119820,19721,117880
6041,35625,310697,117961,118343,118856,118321,117906,290919,118322
30608,17278,3645,117961,118300,118631,124576,124577,118424,124578
15415,80221,5652,117961,118300,121305,118784,124402,290919,118786
31380,14910,873,117961,118413,120526,118685,279443,308574,118687
3831,278393,4715,117961,118300,125872,118422,249904,118424,118425
3762,15022,7651,117961,118386,118746,118321,117906,290919,118322
22808,45974,55640,118752,119070,118754,118805,118806,118474,118807
4670,35524,7320,5110,117954,122672,128197,273102,119772,128199
4531,25284,44917,117961,117962,118450,119192,126438,119184,119194
16384,99478,7014,117961,118446,119961,118278,287351,290919,118279
7131,20312,2327,117961,118300,119181,128230,302830,4673,128231
25871,80411,123313,118169,118170,118171,118172,118173,249618,118175
13221,89846,5405,117961,118343,119598,117905,117906,290919,117908
30728,36975,16757,117961,118225,122273,118321,117906,290919,118322
32182,23499,5396,117961,118343,119993,117905,117906,290919,117908
31974,31825,52314,117961,118300,118301,119928,219829,118331,119929
5846,74042,1483,117961,117962,118840,118641,306399,118643,118644
7259,34580,770,117961,118300,118437,118451,130134,118453,118454
30488,15716,8606,117902,118041,118575,119949,131270,290919,119951
25112,106873,13419,117961,118300,120059,120313,127733,118424,120315
23478,14666,7424,5110,117954,117878,133111,306530,118870,133113
22446,32398,57757,117961,118343,142038,118321,118448,290919,118322
6809,80198,1146,117961,118225,120663,118321,117906,290919,118322
11571,16191,59029,117887,118178,118320,117905,117906,290919,117908
8174,42769,7459,5110,117954,122672,118685,125511,308574,118687
5979,25231,5022,118887,118888,118631,118912,309291,118424,118914
6123,17226,17218,117961,118300,118395,123067,269406,118398,123068
9126,20293,2103,117926,118124,117920,118568,125937,19721,118570
22284,80381,49850,117961,118413,122007,118259,210052,290919,118261
18767,61014,7490,118349,118350,122672,130857,125539,308574,130858
29848,79092,13781,117961,118386,121961,120516,123107,120518,120519
28616,81316,25558,118990,118991,118992,307024,311622,118331,118332
29553,18394,14857,117961,118300,121176,118784,117906,290919,118786
8188,42031,119350,117961,118386,118522,129561,134045,3130,129563
29680,3853,5140,117961,118343,121710,118784,126514,290919,118786
1717,4675,5244,117961,118343,119598,118321,240983,290919,118322
15975,33147,2908,117961,118343,118979,119433,133686,118424,119435
12606,5358,1816,117961,118413,122007,120690,136365,290919,120692
15173,26913,7683,117887,118178,117945,123670,305057,121916,123672
6425,23504,2594,117961,118300,120410,118784,240983,290919,118786
27017,34950,49682,118555,118178,118320,118321,117906,290919,118322
23122,42612,4620,117961,118300,119181,118784,121873,290919,118786
4625,43327,97915,118582,118583,128742,118811,189063,19793,118813
16026,74096,23200,117961,118343,123125,118784,117906,290919,118786
28976,42085,4375,117961,118343,120347,120344,311701,118424,120346
14682,43323,53091,119134,119135,118395,118396,300044,118398,118399
26874,15716,15619,119280,119281,118623,126684,259817,292795,126685
12979,38480,14270,119402,119403,117895,117896,117913,117887,117898
28533,27894,22356,117926,118266,117920,122142,122142,19721,122143
7917,80138,4659,117961,118225,120663,118784,147114,290919,118786
32009,1020,70078,91261,118026,118063,128422,128423,118453,128424
7324,1937,2034,117961,118052,118328,299559,259703,118205,163732
4293,75659,6453,125714,125715,118910,118784,229339,290919,118786
11038,16116,17598,117961,118300,118631,119928,219829,118331,119929
7615,28340,13840,117993,117994,117895,117896,117913,117887,117898
12260,27876,53584,117916,117917,117884,117879,117886,19721,117880
6867,81350,3887,117961,118343,120347,120348,265969,118295,120350
20506,79092,17713,117961,118225,122273,118321,118448,290919,118322
28785,41334,28253,118315,118463,123089,117905,130219,290919,117908
8885,74421,3954,117961,118343,120291,118422,300136,118424,118425
3293,39631,15417,117961,119256,120943,126684,130913,292795,126685
11326,103444,6021,117961,118413,122007,117905,290878,290919,117908
14344,20272,21162,118095,118096,118008,117885,118097,117887,117888
11218,74959,7398,117961,118225,118616,117905,117906,290919,117908
29845,29003,141,117961,118225,122273,118321,117906,290919,118322
26137,4675,4468,117961,118413,119968,118784,147114,290919,118786
25418,31232,5882,117876,117877,117878,117879,117879,19721,117880
8456,34105,133801,119062,119091,118535,118321,117906,290919,118322
3014,25753,2679,122880,122974,117945,280788,280788,292795,119082
11613,16116,17835,117961,118225,118403,128230,302830,4673,128231
21438,39332,18213,117961,118386,118746,118747,160002,118453,118749
22209,31441,5652,117961,118300,28618,118784,124402,290919,118786
20452,36429,5028,117961,118386,118896,119849,244844,118638,119851
14914,87834,1903,117961,118343,118514,118321,117906,290919,118322
1579,15720,15824,117961,118225,120323,120591,127477,119095,120593
3743,42093,85343,117961,118327,118933,118784,121873,290919,118786
11652,27755,16972,118887,118888,119987,119849,240725,118638,119851
30944,73876,51226,117961,118327,118320,118451,118545,118453,118454
23899,79168,23391,118602,118603,117941,117885,119621,117887,117888
22410,28568,94579,119402,119403,117895,117896,117913,117887,117898
30509,75959,52329,118887,118888,119488,118293,301534,118295,118296
7001,17308,2395,117961,118300,123055,120006,129545,118424,120008
26352,80208,2294,117902,117903,118783,117905,118036,290919,117908
23200,75078,71387,117961,118386,118522,118784,147114,290919,118786
8086,33249,82613,117961,118300,119984,118890,311441,118398,118892
18542,44276,18220,117961,118052,118867,117905,117906,290919,117908
18085,33247,743,117961,118343,118437,117905,117906,290919,117908
14561,43593,5560,118256,118257,117945,259173,280788,292795,118943
6488,41671,80499,91261,118026,119734,122345,240337,118667,122346
10219,42479,17992,117916,118011,118810,118054,120238,117887,118055
26679,35647,2582,117961,118343,121710,118826,236735,118424,118828
5220,83228,15746,117961,118052,119742,117905,117906,290919,117908
22508,100497,4341,117961,118300,118957,118784,213944,290919,118786
16416,38751,5413,117961,118327,118391,118321,117906,290919,118322
13114,95390,74850,118000,118001,117941,117879,121396,19721,117880
7924,79047,4564,118212,118213,121405,117905,117906,290919,117908
12218,77949,77950,117916,118150,117941,118568,139079,19721,118570
20324,78745,92496,117961,118300,123719,118685,279443,308574,118687
19674,16172,4549,117961,118225,120050,118321,117906,290919,118322
29882,41758,74910,91261,118026,118317,119962,168365,118205,119964
587,33146,3118,117961,118300,118458,120789,309123,118424,120791
17233,39323,58703,117929,117940,117941,117879,281735,19721,117880
20563,34817,34826,117887,118178,118320,117905,117906,290919,117908
8836,18228,1903,117961,118343,118514,118685,122058,308574,118687
27888,80713,25557,117961,118300,121951,118321,117906,290919,118322
29461,17249,4736,117961,118300,118301,307024,204593,118331,118332
20188,80242,52036,117961,118300,124725,118321,240983,290919,118322
14146,74151,7252,117961,117962,118352,117905,117906,290919,117908
19605,80063,7460,117961,118300,118783,118321,117906,290919,118322
28183,1020,13812,117961,118225,118320,117905,117906,290919,117908
19968,38719,16948,117929,117930,117941,117885,117913,117887,117888
18043,20364,4864,117961,118300,123055,120344,310997,118424,120346
10685,85732,7578,117961,118343,120722,118784,121873,290919,118786
20467,38482,56006,117890,117891,117878,117885,118069,117887,117888
28460,83255,1903,117961,118343,118514,118321,117906,290919,118322
13102,28149,7411,117961,118386,118746,118747,152307,118453,118749
17449,39262,21280,117961,118386,119954,118685,279443,308574,118687
4560,23498,13838,117961,117969,130192,120621,151261,19793,120623
7116,36714,14456,117890,117891,117878,118568,292195,19721,118570
4520,20701,51127,117961,118446,120368,118321,117906,290919,118322
28179,42347,3053,117961,118225,120663,118641,306399,118643,118644
9696,78176,14952,117961,117962,119223,118259,125889,290919,118261
10362,4675,111936,117961,118300,118783,117905,117906,290919,117908
14330,27124,23345,117961,118327,123757,124775,124776,122032,124777
26327,14354,25486,118976,118977,117895,117879,118250,19721,117880
26914,278393,51345,117961,118052,120417,118702,125047,118704,118705
26830,37793,20438,117890,117891,117878,118568,122240,19721,118570
9677,35498,8563,117961,118300,118783,118321,117906,290919,118322
14839,43017,53396,117916,118150,117920,118568,142278,19721,118570
17526,3853,5143,117961,118343,123125,119849,244844,118638,119851
22480,43416,85343,117961,118327,118933,118321,117906,290919,118322
27641,75834,20201,118212,118213,126955,117905,117906,290919,117908
22665,38710,11148,118269,118270,117878,117885,117913,117887,117888
32171,18418,17789,117961,118052,119986,118321,117906,290919,118322
30733,34832,13876,117961,118386,118404,118841,240982,118643,118843
3741,23181,22764,117876,117877,117878,117885,118157,117887,117888
26504,28490,19679,117935,117936,117878,117899,117899,19721,117900
16235,25993,252252,117902,117903,118437,122129,305057,121916,122131
24582,25231,234958,118290,118291,120026,118422,233456,118424,118425
1961,78686,11987,118006,118007,117884,117885,117886,117887,117888
10626,80769,7525,117961,118225,120551,118784,121873,290919,118786
8122,102304,77495,118192,118193,117895,118568,281735,19721,118570
23088,4675,49096,118212,159716,118378,120952,159717,118453,120954
19977,44858,55163,118752,118753,118754,280788,280788,292795,119082
9535,25284,1482,117961,117962,118450,118841,128747,118643,118843
7319,15023,5196,117961,118052,121949,118207,127292,270488,118209
8370,40438,4500,117961,118052,118881,117905,117906,290919,117908
7082,37557,5767,117961,118343,118344,118777,279443,308574,118779
12224,38587,65460,118079,118080,117878,117879,118177,19721,117880
18453,2997,1397,117961,118300,120722,118321,117906,290919,118322
13721,5590,5595,131853,131854,120370,117905,117906,290919,117908
25916,44913,1540,117961,118343,123125,122297,301475,118331,118899
13610,35626,718,117961,118300,119181,118641,153273,118643,118644
22985,80168,98592,117961,118052,120304,123045,123107,120518,123047
8154,3853,51761,117961,118413,120370,118321,117906,290919,118322
17228,34950,7822,117961,118327,118492,132692,226262,270488,132694
26231,75834,3990,117961,117962,118409,122645,151214,119221,122647
10705,100973,18417,117961,118343,119598,307024,294485,118331,118332
24193,32114,17156,117961,118300,118810,123082,197687,19793,123084
4991,14848,15389,117961,118225,122870,118636,310589,118638,118639
15199,75078,53105,117961,118052,120677,119928,183590,118331,119929
29483,35068,47104,117890,117891,117878,118568,117899,19721,118570
30954,76557,51773,117961,118446,118684,118321,240983,290919,118322
15404,43663,4500,117961,118052,118881,117905,117906,290919,117908
10975,36036,57212,117980,117981,118246,179731,118247,117887,117973
29727,79386,15683,117961,118300,118957,118777,279443,308574,118779
630,78878,8106,117961,118327,120559,120560,304465,118643,120562
19357,42085,15746,117961,118052,119742,118321,117906,290919,118322
9260,1020,49346,119062,119091,6104,118028,160931,117887,118030
18470,25274,25275,117961,118343,121747,117905,117906,290919,117908
23839,25241,2017,117961,118327,121645,124886,147144,118643,124888
10265,40729,4622,119402,119403,117878,124537,125539,118870,124539
8630,976,743,117961,118343,120722,118784,117906,290919,118786
8744,33054,16703,117961,118052,120671,120357,120065,118424,120359
18342,80089,3281,117961,118225,120323,120591,120592,119095,120593
13070,25993,60790,117961,118052,118867,118523,311622,118331,118525
31184,15720,7076,117961,118225,120041,119093,124352,119095,119096
4066,79422,41794,118315,118463,119214,118530,278014,118131,118532
405,78185,15683,117961,118300,118957,118777,279443,308574,118779
31567,16570,16572,117961,117969,123766,119997,278014,118131,119998
14551,78360,2373,117961,117962,118501,118685,250291,308574,118687
27218,23921,20916,117961,117969,118560,118811,127691,19793,118813
31090,33149,1614,117961,118327,118507,129909,185973,118453,129911
2959,35540,23771,117929,117930,119569,179731,118247,117887,117973
10110,15716,58416,117902,118041,117945,280788,280788,292795,119082
18503,36887,71912,247952,118164,117878,119778,306550,19721,119779
14828,77996,28805,117961,118327,120299,121122,151735,118612,121124
16744,40420,55896,118074,23779,131868,119192,119192,119184,119194
24545,16389,4488,117961,118413,126229,118259,134224,290919,118261
11289,38392,58473,117929,117930,117912,117885,117913,117887,117888
26155,34991,49423,117961,118052,123144,118890,203706,118398,118892
8133,15365,50997,91261,118026,118202,119962,168365,118205,119964
23641,4675,6021,117961,118413,122007,117905,172635,290919,117908
23761,44909,4659,117961,118225,120663,118321,117906,290919,118322
13833,39001,5320,118290,118291,119598,120344,260942,118424,120346
16739,75179,7935,117961,118052,120539,118361,127527,118363,118364
20888,42805,9959,118742,118743,117920,117899,175972,19721,117900
21056,17249,4904,119170,119171,121747,118422,127405,118424,118425
17918,43262,44022,117961,117962,122215,118321,160543,290919,118322
28656,103845,3949,117961,117962,118352,118685,237731,308574,118687
18639,35899,4620,117961,118300,119181,117905,240983,290919,117908
6209,37942,53135,117935,117936,117878,117885,117913,117887,117888
26124,4675,51226,117961,118327,118320,118641,306399,118643,118644
13539,78192,8243,117887,118178,118320,117905,117906,290919,117908
9794,113912,49574,117961,118052,118391,120773,118959,118960,120774
26616,78972,15894,117961,118052,120304,120313,206347,118424,120315
20781,971,52105,118595,118596,81476,118422,170384,118424,118425
17980,41575,4370,117961,118343,118514,117905,117906,290919,117908
17458,29304,56029,117980,118076,117920,118568,142278,19721,118570
24018,6977,828,117961,118300,124816,117905,117906,290919,117908
11749,25993,8435,117961,118225,124449,122129,150283,121916,122131
18777,42085,48938,118169,118170,118042,118043,297838,270488,118046
31435,34642,743,117961,118343,120722,118784,117906,290919,118786
9007,80742,4729,117961,118300,125821,118980,301534,118295,118982
11312,97530,20341,117961,118300,125178,118054,118054,117887,118055
1156,39368,5767,117961,118343,118344,118321,117906,290919,118322
11903,43138,17111,118120,118121,117878,123191,123191,19721,123192
9385,16639,4738,117961,118300,118458,120006,311622,118424,120008
24512,36871,67268,117882,117883,117884,117879,117886,19721,117880
31152,5893,2003,118441,118442,118378,118054,121603,117887,118055
12568,80937,16970,91261,118026,124942,118451,126309,118453,118454
2542,44987,54248,117961,118327,120559,118641,306399,118643,118644
14280,5112,5106,117961,118300,118597,307024,311622,118331,118332
32662,80868,7679,118573,118574,135245,259173,126238,292795,118943
11661,80579,8784,117961,118300,119890,118834,150799,118424,118836
8298,23990,125466,117902,117903,120171,118863,154602,118398,118865
29740,40867,5196,117961,118052,121949,118207,127292,270488,118209
13996,94746,44022,117961,117962,122215,127782,130085,290919,127783
23334,73814,16850,117961,118225,119092,119093,120324,119095,119096
16244,31921,50319,118120,118121,117884,117879,117886,19721,117880
8444,15369,131441,117961,118343,119598,119433,133686,118424,119435
15258,29304,9595,117910,117911,117920,120132,124314,120134,120135
22994,29304,12761,117980,118076,117920,119323,129197,19793,119325
5783,27755,20508,118219,118220,117941,117879,117897,19721,117880
29090,45337,7389,117961,118386,118746,118747,239652,118453,118749
20872,26323,4994,117961,118300,118514,118777,279443,308574,118779
12601,34924,60792,117961,118327,121694,118536,301475,308574,118539
11348,115013,49574,117961,118327,118391,120773,118959,118960,120774
22347,28515,14650,118219,118220,117920,117899,117899,19721,117900
676,27124,5899,117961,118327,120318,118641,120319,118643,118644
20981,79440,57538,121005,121006,117945,117946,142221,292795,117948
2856,14570,1550,117961,118225,123173,118054,118054,117887,118055
10833,74829,32457,117961,118327,118320,118321,117906,290919,118322
23238,75078,119059,118541,118542,118562,126138,201302,124136,126140
28390,33150,21037,117961,117969,19666,179731,257952,117887,117973
14119,103919,15554,117961,118386,123144,118890,125128,118398,118892
24336,80137,49574,117961,118327,118391,120773,118959,118960,120774
9088,27837,21009,117961,118343,149210,120097,174445,270488,120099
10650,14854,5262,119596,119597,124656,117905,117906,290919,117908
21119,6921,49385,117961,118343,119598,118054,120716,117887,118055
29048,39332,7411,117961,118386,118746,118451,126089,118453,118454
11297,41230,718,117961,118300,119181,118259,126363,290919,118261
15496,26929,55365,117926,117927,118810,118811,156017,19793,118813
10697,73806,1350,117961,118052,122938,117905,117906,290919,117908
21807,28315,3509,118752,119070,119781,118563,194960,270488,118565
29671,15064,17578,117961,117962,120677,120812,126079,118638,120814
32153,75078,17640,117961,118052,118706,118318,140982,118205,118319
5643,25993,4965,120864,121013,124133,124134,225335,124136,124137
21860,15369,15412,117961,118343,119993,119849,310589,118638,119851
12510,40237,15904,117961,118052,118053,118636,121809,118638,118639
29978,6725,6736,117961,117969,6725,122290,268766,6725,122292
27488,31299,4933,117961,118300,118458,307024,301218,118331,118332
30090,75954,60790,117961,118052,118867,118523,311622,118331,118525
26429,74310,70264,117961,118343,118437,118523,306404,118331,118525
3148,7543,193,117961,118413,121639,118321,117906,290919,118322
11103,33148,311696,117902,117903,118507,120990,120991,118398,120992
4947,34230,4566,119062,119091,118992,118028,117906,117887,118030
29660,28294,25630,117961,118343,120291,118293,118302,118295,118296
29510,105753,3619,119134,119135,125440,118685,126297,308574,118687
6187,18072,20900,118752,119070,119136,119137,226134,118474,119139
28277,80805,17223,117961,118225,120535,118396,233714,118398,118399
22360,34287,13871,117961,118300,118514,118784,240983,290919,118786
12539,75078,255037,118315,118316,123656,118784,208095,290919,118786
31780,79121,5083,117961,118300,121108,120344,267189,118424,120346
31323,16008,1810,117961,118327,120559,118641,306399,118643,118644
3327,15714,46613,118573,118574,117945,280788,280788,292795,119082
20039,29098,93163,118163,118164,117878,117885,117879,117887,117888
21168,23735,16101,119134,119135,118970,118396,305245,118398,118399
9930,4675,15504,117961,118386,123656,118321,117906,290919,118322
22856,38587,14551,5110,117954,117895,117899,117897,19721,117900
7592,25231,4716,118290,118291,120026,120344,165069,118424,120346
9134,25274,53081,117961,118343,119598,119433,133686,118424,119435
13282,33064,77941,119062,119091,119362,117905,117906,290919,117908
3698,36961,15540,118573,118574,117945,280788,127423,292795,119082
27179,4605,7647,117961,118300,119181,118784,117906,290919,118786
18237,89836,2113,117951,117952,117878,119192,128322,119184,119194
23812,37737,48101,117918,117919,117941,118568,131694,19721,118570
13508,45342,96704,117910,117911,117884,117879,117886,19721,117880
11098,38480,13125,118717,118718,117895,118194,118195,117887,118196
23906,6977,49961,117961,118225,118403,117905,117906,290919,117908
13390,34433,33,117961,118413,119968,118784,117906,290919,118786
10332,20222,46663,118256,118257,118623,280788,193644,292795,119082
11990,25103,141,117961,118225,122273,118321,117906,290919,118322
12557,19945,3266,117961,118225,120323,120591,120592,119095,120593
10843,25993,4914,117961,118300,120026,119433,133686,118424,119435
6364,16606,4945,117961,118300,118360,118636,171056,118638,118639
2530,45300,49403,118595,118596,118367,118054,118054,117887,118055
7217,44781,15385,117902,118041,117945,259173,130913,292795,118943
30458,1281,1334,117961,117962,118910,119949,230830,290919,119951
11587,4675,4370,117961,118343,118514,118784,165715,290919,118786
2136,25098,54248,117961,118327,120559,120618,304465,118643,120619
12468,98547,4475,117961,118052,120356,120497,142545,118424,120499
3008,78311,21254,117932,117933,117878,118568,120877,19721,118570
21418,81482,19986,117961,118225,118403,120773,136187,118960,120774
11646,1023,86299,117961,118327,120383,118321,117906,290919,118322
31450,25238,17261,117961,118343,118833,118054,120238,117887,118055
20881,6977,7032,117961,118225,120551,133306,133307,118205,133308
26196,79969,6235,117961,118343,118437,307024,311622,118331,118332
15913,81364,2931,117961,118343,118700,118784,117906,290919,118786
6585,27124,1043,117961,118327,121589,124886,123881,118643,124888
13278,16464,6083,117961,117962,122224,117905,117906,290919,117908
546,17849,58535,117961,117969,130192,123400,130319,19793,123402
22399,14666,50556,117910,117911,117884,118568,170423,19721,118570
24069,80904,33774,118212,118580,117895,118568,149571,19721,118570
28626,18373,724,117961,118300,119181,118321,117906,290919,118322
2823,40237,24916,91261,118026,119279,273308,118029,249618,118232
24667,1937,2104,117961,118300,118066,118636,130218,118638,118639
7897,25993,182078,120810,120811,121014,119219,209654,119221,119222
6769,3130,119350,117961,118386,118522,119351,123417,3130,119353
23989,37138,4951,117961,118343,120126,119433,133686,118424,119435
6095,19946,19622,117961,118225,118403,118321,117906,290919,118322
9647,4675,7344,117961,118225,120663,138019,153236,120518,138021
7490,4675,17091,117961,118225,118403,132671,121873,290919,132673
12410,25240,50040,117961,118327,118391,118777,279443,308574,118779
2006,40391,59288,117961,118327,204054,118321,117906,290919,118322
22000,80245,7520,117961,118343,124725,118784,117906,290919,118786
3369,84820,2407,117961,118446,120317,118321,245058,290919,118322
6639,87094,17225,117961,118300,19772,138019,187788,120518,138021
22032,19802,770,117961,118300,119181,128230,302830,4673,128231
11309,95342,27147,117961,118343,122299,120172,121350,290919,120173
11236,81350,16972,117961,118300,119987,118523,310608,118331,118525
12702,42093,7084,117961,118386,121961,118321,117906,290919,118322
9892,84666,5541,117961,118300,118514,117905,117906,290919,117908
15419,29272,5396,117961,118343,119993,118321,240983,290919,118322
28677,7678,4274,117961,118327,118744,121414,129558,118704,121416
28404,77243,7252,117961,117962,118352,117905,117906,290919,117908
29902,74909,4565,117961,118386,121961,118784,117906,290919,118786
14054,39138,17561,91261,118026,118202,118278,151426,290919,118279
19417,32642,15503,118573,118574,118623,118995,286106,292795,118997
25054,3853,15902,117961,118052,120398,118834,136989,118424,118836
15394,32642,123313,118169,118170,118171,118172,118173,249618,118175
11729,80503,21023,117961,118052,120398,307024,311622,118331,118332
29538,80778,7445,117961,118343,122299,179731,118054,117887,117973
6081,77321,311696,117902,117903,118507,118863,142453,118398,118865
16206,28510,5903,117929,117940,117941,119323,136340,19793,119325
3132,73194,54684,117961,117962,118910,118685,128848,308574,118687
31395,25407,17528,117876,117877,117878,117879,117879,19721,117880
26815,79092,17440,117943,117944,118042,118563,118563,270488,118565
22223,16767,6879,117902,118041,120323,119093,119094,119095,119096
11851,42093,120341,120342,120343,119076,120789,156133,118424,120791
12571,33146,6751,117961,117969,6725,125687,245631,6725,125689
20793,112360,34611,117961,118327,118320,118321,117906,290919,118322
23327,36350,16687,119134,119135,120054,118702,181001,118704,118705
29980,81528,13876,117961,118386,118404,118841,240982,118643,118843
4401,31441,7520,117961,118343,124725,118321,117906,290919,118322
26383,39264,17059,117902,118041,117945,259173,191237,292795,118943
27181,23921,5323,117961,118343,119598,307024,132719,118331,118332
6744,37639,20480,118742,118743,118221,117885,117886,117887,117888
11568,74750,3889,117961,118386,121668,117905,117906,290919,117908
29968,79092,79114,117961,118225,124449,119849,310589,118638,119851
23186,17308,3949,117961,117962,118352,118777,279443,308574,118779
