RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
5262,15915,34612,117961,118327,118320,118321,117906,290919,118322
4362,42085,49850,117961,118413,122007,118259,118260,290919,118261
12738,19751,3197,117961,118386,120361,118321,117906,290919,118322
31453,41234,47104,117890,117891,117878,117879,117879,19721,117880
2156,21750,7651,117961,118386,118746,117905,117906,290919,117908
28504,79092,7506,117961,118446,120317,118784,124402,290919,118786
32083,1109,1568,117961,118300,19772,118278,117906,290919,118279
7506,75078,8150,117961,118386,119954,119962,168365,118205,119964
14609,34950,19829,117961,118386,118896,118784,121873,290919,118786
6830,84804,7530,117961,118343,118514,132671,132672,290919,132673
12544,25993,4341,117961,118300,118957,118321,117906,290919,118322
30411,20364,4945,117961,118300,118360,118054,118054,117887,118055
7248,40059,50952,117961,118327,118929,118321,117906,290919,118322
14978,80645,79111,117961,118343,119945,119928,231633,118331,119929
27245,16013,6699,117961,118343,119993,117905,117906,290919,117908
32014,15702,2109,118006,118007,120694,118641,294129,118643,118644
18461,15714,22307,117902,118041,118556,280788,280788,292795,119082
893,25287,205,117961,118386,118746,118321,117906,290919,118322
14686,38385,70066,91261,118026,118202,117905,117906,290919,117908
18717,77295,33265,117961,118327,118529,118368,141452,117887,118486
17136,15716,15439,117902,118041,117945,117946,118806,292795,117948
24739,34799,3606,118169,118170,118179,126684,204891,292795,126685
14387,87825,27147,117961,118343,122299,120172,121350,290919,120173
24937,75044,852,117961,117962,122215,121594,302830,4673,121596
11525,39155,16589,119920,119921,137107,118784,117906,290919,118786
160,43519,6890,117961,118446,120317,117905,117906,290919,117908
6401,78845,111636,117961,118052,119972,266862,123688,123689,266863
32642,37806,6979,117961,117962,119223,127723,305057,118643,127725
32051,25882,5490,117961,117962,5488,120618,304465,118643,120619
11415,80853,141,117961,118225,122273,118321,117906,290919,118322
25396,40630,52888,118114,118115,117941,117879,117886,19721,117880
5966,37260,5202,118290,118291,124668,120789,209876,118424,120791
1922,20312,724,117961,118300,119181,118321,117906,290919,118322
2208,35027,3526,117961,118225,120323,119093,121698,119095,119096
24805,6977,2781,117961,118300,118783,118054,118054,117887,118055
21095,37807,62044,117910,118855,117912,117885,117913,117887,117888
11974,44785,5211,118290,118291,119837,118980,261436,118295,118982
5470,41418,61016,119596,119597,119703,118912,174408,118424,118914
674,16145,1030,117961,118343,120722,124435,127527,118363,124436
27908,45610,25760,118006,118007,118008,117879,117897,19721,117880
13730,74555,4576,117961,118327,118391,117905,117906,290919,117908
6024,34954,6108,117961,118386,118404,118784,121556,290919,118786
22221,80683,20394,117961,118052,118706,120773,305057,118960,120774
1720,78849,5196,117961,118052,118053,118207,127292,270488,118209
22915,39671,16588,119920,119921,137107,118321,117906,290919,118322
28232,35394,7032,117961,118052,118992,118259,287351,290919,118261
1406,78855,92371,118315,118463,119214,118321,117906,290919,118322
7336,80719,16850,117961,118225,119092,120591,120592,119095,120593
6537,27082,10494,117961,118225,120535,118890,311441,118398,118892
10919,20292,2103,117926,118124,117920,118568,125937,19721,118570
31403,33150,7519,91261,118026,118202,118784,124402,290919,118786
21879,278393,4584,117961,118300,120297,118321,117906,290919,118322
10258,23988,258552,117961,118446,123858,122645,234301,119221,122647
1332,391,51095,117926,118124,118344,179731,130424,117887,117973
18609,43029,52007,117961,117962,118910,179731,118368,117887,117973
15929,42987,7586,117961,118225,118403,118321,117906,290919,118322
18667,19723,118151,118079,118080,117878,117879,295144,19721,117880
20603,41825,19702,118269,118270,117878,117885,117913,117887,117888
14895,3264,1550,117961,118225,123173,118054,120514,117887,118055
9912,41431,7459,5110,117954,122672,118685,223708,308574,118687
1063,3853,51096,119596,119597,124266,118728,272276,118295,118730
22627,37732,20972,117978,117979,118846,179731,261141,117887,117973
31894,13878,20126,117961,118386,120677,122067,206347,118424,122069
10054,20293,103791,117926,118124,119569,179731,288579,117887,117973
26950,39217,53193,117961,118343,118395,120647,120647,118398,120649
24068,51803,13836,119920,119921,142145,128230,302830,4673,128231
3026,74883,5196,117961,118052,121949,118636,197472,118638,118639
6665,39262,3197,117961,118386,120361,117905,117906,290919,117908
16910,110329,3966,117961,118343,122012,117905,240983,290919,117908
19710,14570,25764,118006,118007,118008,118568,292195,19721,118570
4002,79121,46526,117961,118300,119984,118396,269406,118398,118399
30920,74399,46476,117902,117903,117904,117905,117906,290919,117908
15691,1020,8026,117961,118386,123656,119962,147416,118205,119964
1244,13878,12466,119402,119403,117895,117879,117897,19721,117880
31321,34347,15385,117902,118041,117945,259173,130913,292795,118943
6337,74950,13414,117876,117877,118810,118811,128802,19793,118813
25935,73547,111559,117961,118225,119824,118702,129851,118704,118705
16698,74682,20434,117890,117891,117878,117899,123862,19721,117900
22617,78273,7424,5110,117954,122672,133111,306530,118870,133113
20909,79141,24973,91261,118026,118229,273308,120072,249618,118232
14701,78079,45964,117961,118386,118896,125793,125794,118643,125795
13234,25993,50340,118090,118091,117941,118568,131694,19721,118570
6227,18418,5137,118212,118213,123614,123615,301534,118424,123617
3331,40712,771,117961,118300,120722,118784,213944,290919,118786
473,79092,127738,117961,118225,118403,118451,130134,118453,118454
28776,34808,3395,118573,118574,118042,118043,118043,270488,118046
14763,45904,133889,118006,118007,118008,118568,127856,19721,118570
13447,1937,61247,117910,117911,117920,119192,169561,119184,119194
24503,42085,3993,117961,118343,120126,120497,223125,118424,120499
18435,116762,1450,117961,118300,118437,119962,168365,118205,119964
30397,3661,2074,118441,118442,118378,118054,122554,117887,118055
12190,23096,17420,118212,118213,118042,118043,174445,270488,118046
17029,76553,87,117961,118446,118447,118321,117906,290919,118322
26929,42093,5717,117961,118343,124725,118321,117906,290919,118322
31190,25278,13864,117961,118446,123858,119849,282370,118638,119851
21471,79092,3648,117961,118300,118631,118834,309123,118424,118836
5339,75324,3313,118752,119070,118042,118043,118043,270488,118046
3914,32270,5652,117961,118300,28618,118321,240983,290919,118322
2986,31441,17243,117961,118300,120026,120344,311360,118424,120346
4966,76542,96354,118990,118991,118992,118784,165715,290919,118786
871,21447,31093,117961,118343,118810,118674,123679,19793,118676
32059,20349,49096,118212,159716,118378,118747,159717,118453,118749
13322,1020,50801,117902,117903,277693,120773,118959,118960,120774
24654,79021,54303,117961,118327,118492,118451,125738,118453,118454
25169,15723,3281,117961,118225,275600,119093,120324,119095,119096
13104,72056,2109,118219,118220,120694,124886,215880,118643,124888
21216,100003,1012,117961,118225,119924,118321,117906,290919,118322
25580,25442,12986,5110,117954,117895,117899,117897,19721,117900
832,20364,3990,117961,117962,118409,122645,151214,119221,122647
29778,26391,6454,117961,118343,118856,117905,240983,290919,117908
5985,42208,858,117961,118327,118529,123670,305057,121916,123672
15010,18072,15530,118573,118574,117945,280788,158910,292795,119082
23129,4675,49802,117961,118343,118514,118321,124844,290919,118322
16376,25993,20578,120864,121013,121014,121015,140512,119006,121017
5113,40131,15012,118212,118213,123201,117905,117906,290919,117908
27087,23964,3622,117961,118300,118458,118834,223125,118424,118836
25227,30926,94005,117902,118041,120323,122849,138522,119095,122850
12279,79299,15473,117902,118041,117945,280788,280788,292795,119082
7431,34433,4626,117961,118052,119972,118784,117906,290919,118786
21553,28877,4413,117961,118343,118833,117905,290878,290919,117908
30415,5340,4036,117961,118413,120370,120516,157086,120518,120519
18606,80555,3116,117961,118300,147589,118826,236735,118424,118828
19309,4675,4567,117961,118300,118514,119962,168365,118205,119964
13398,42951,3332,117961,118343,121747,118321,117906,290919,118322
29433,77207,7807,117961,118327,118518,118043,118756,270488,118046
26433,80481,2594,117961,118300,120410,118784,240983,290919,118786
29616,41235,25766,118006,118007,118008,117885,117886,117887,117888
6596,6977,100,120140,120141,142145,117905,156948,290919,117908
27757,40265,1475,91261,118026,118450,128093,153719,119184,128095
1783,39195,23198,117961,117962,118352,120690,117906,290919,120692
4003,39879,71189,117961,118386,121883,118318,168365,118205,118319
15239,2341,1525,117961,118413,121639,117905,117906,290919,117908
22566,75649,3053,117961,118225,120663,118641,306399,118643,118644
30672,42732,4622,118212,118580,117878,133111,125539,118870,133113
30149,23096,15376,118256,118257,117945,122927,126366,118131,122929
15665,79021,55789,121785,121786,120299,121122,217580,118612,121124
22447,75463,83216,91261,118026,118317,118278,118260,290919,118279
8990,23096,17414,118752,119070,118042,118043,151099,270488,118046
8322,1281,44062,117961,117962,118910,117905,117906,290919,117908
20729,25231,4847,118290,118291,120144,118293,224680,118295,118296
24689,3853,4589,117961,118327,120383,118784,200462,290919,118786
17499,23096,56125,118290,118291,119136,119137,254340,118474,119139
30365,33153,125466,117902,117903,120171,120990,152438,118398,120992
25453,36106,48502,117961,118225,118403,117905,172635,290919,117908
11047,6977,7067,117961,118225,118403,117905,240983,290919,117908
22015,84975,1915,117961,118300,119181,118321,117906,290919,118322
11839,23194,13441,117961,118225,122870,118207,279443,270488,118209
26126,21718,7389,117961,118386,118746,118747,239652,118453,118749
3360,75834,7253,117961,118225,118403,118321,117906,290919,118322
9555,4675,7220,117961,118225,120551,117905,240983,290919,117908
28083,25240,58916,117961,118327,118391,118321,117906,290919,118322
26312,37144,4698,117961,117962,118352,117905,117906,290919,117908
11826,13878,17916,117961,118446,118810,118811,120697,19793,118813
9870,4675,20341,117961,118300,125178,118054,118054,117887,118055
28258,15715,15611,119280,119281,117945,280788,130913,292795,119082
31781,44858,15644,118752,118753,118623,280788,193644,292795,119082
13723,1020,7164,117902,117903,118783,117905,118036,290919,117908
471,79121,5046,117961,118052,120356,126516,300136,118612,126518
31270,38751,74831,117961,118327,118391,120702,132069,118504,120704
14141,76414,91747,117961,118327,119830,118784,117906,290919,118786
13974,75035,18018,117983,117984,117878,118568,292195,19721,118570
7889,16232,7028,192441,141176,16232,117905,117906,290919,117908
30554,43915,43916,117961,118225,119136,118563,233643,270488,118565
22831,42093,4918,117961,118300,123055,120344,310997,118424,120346
2921,38707,46830,117929,117940,117941,117885,117913,117887,117888
14204,35793,133801,119062,119091,118535,118451,130134,118453,118454
6992,6977,17713,117961,118225,120663,117905,117906,290919,117908
3477,89860,4933,117961,118300,118458,307024,301218,118331,118332
29638,95381,55268,91261,118026,119507,117905,117906,290919,117908
10939,1937,2113,117951,117952,117878,119192,128322,119184,119194
8676,20396,18291,118090,118091,117920,118368,253806,117887,118486
9928,34613,3722,117961,118300,120059,118636,124718,118638,118639
28215,41900,3838,117961,118225,119924,117905,117906,290919,117908
26643,79092,7683,117887,118178,117945,259173,201292,292795,118943
21131,4675,2641,117961,118327,118391,118321,117906,290919,118322
32564,18418,52902,118595,118596,81476,120344,138524,118424,120346
12080,78694,4088,117961,118300,118458,118293,118302,118295,118296
18917,38972,7766,118256,118257,118623,117946,119722,292795,117948
21714,79299,15491,117961,118343,119796,118702,303450,118704,118705
20524,80025,771,117961,118300,120722,118321,117906,290919,118322
1044,35016,2270,117961,118413,277693,118451,130134,118453,118454
29482,43340,4589,117961,118327,120383,117905,240983,290919,117908
23320,75078,71192,117961,118386,118522,117905,117906,290919,117908
12036,93626,15781,117961,118300,118395,118890,305057,118398,118892
20845,28327,7510,117961,118446,118684,118784,124402,290919,118786
22506,21446,5396,117961,118343,119993,118321,240983,290919,118322
20276,40000,5403,117961,118413,121639,118321,117906,290919,118322
15300,23921,4953,117961,118343,118911,120344,310997,118424,120346
17844,37260,20440,117890,117891,117878,117879,117879,19721,117880
5436,80195,1334,117961,117962,118910,119949,230830,290919,119951
28198,25098,1810,117961,118327,120559,118784,117906,290919,118786
23089,43302,17561,91261,118026,118202,118259,118260,290919,118261
8608,75834,5156,118290,118291,119890,118293,118294,118295,118296
9662,35270,1450,117961,118300,118437,119962,168365,118205,119964
8047,81524,21280,117961,118386,119954,118685,279443,308574,118687
19691,4675,27,117961,118413,240766,117905,172635,290919,117908
503,1281,13791,117961,117962,19666,118368,129597,117887,118486
1167,81476,52105,118595,118596,81476,120344,233010,118424,120346
4839,76565,16642,117961,118300,121176,118784,118785,290919,118786
12452,34580,1030,117961,118343,120722,118361,118362,118363,118364
9203,302049,4378,117961,118327,118507,118863,122008,118398,118865
25339,80175,23136,117961,118052,119742,117905,117906,290919,117908
23990,18381,53338,117961,117962,122215,120773,118959,118960,120774
15864,80151,46526,117961,118300,119984,118396,269406,118398,118399
9557,23194,2765,118290,118291,118301,120344,267006,118424,120346
31833,81350,16972,117961,118343,119987,126869,301534,118295,126870
23980,3130,85631,117961,118225,137996,118054,123286,117887,118055
577,34950,56193,117961,118300,120410,118784,117906,290919,118786
27454,37793,48960,122880,122974,119136,118043,118043,270488,118046
22637,33054,15554,117961,118386,123144,118890,125128,118398,118892
10492,75078,28241,119170,119171,140453,129229,225246,119788,129231
21327,38704,56653,117916,118011,118599,179731,199148,117887,117973
11178,77993,4004,117961,118343,118856,118321,117906,290919,118322
29973,76882,42230,117961,118327,118744,118321,117906,290919,118322
13077,6215,2017,117961,118327,121645,117905,117906,290919,117908
23642,14831,4554,117961,118300,118514,118259,118260,290919,118261
13511,4675,54684,117961,117962,118910,118685,137802,308574,118687
32462,34587,4023,117961,118446,119064,117905,240983,290919,117908
867,23921,15390,117961,118300,120026,118054,118054,117887,118055
31085,23961,1222,117961,118327,120171,120647,256168,118398,120649
24420,77226,14867,117890,118102,117878,117885,118103,117887,117888
18374,34536,20376,117902,117903,120171,120990,152438,118398,120992
16617,22680,15982,117961,118413,123003,118777,279443,308574,118779
22241,30858,205,117961,118386,118746,118784,118785,290919,118786
23849,81355,28152,118315,118463,120361,118784,121926,290919,118786
4729,20733,12510,118192,118193,117895,124313,150968,120134,124315
7316,74367,13414,117876,117877,118810,118811,128802,19793,118813
2957,31183,15982,117961,118413,123003,118685,279443,308574,118687
28907,97519,36051,117961,118386,118635,118685,262400,308574,118687
19030,108266,55941,117961,118327,122109,117905,117906,290919,117908
26954,41594,3843,117961,118413,120370,118784,237727,290919,118786
18328,25993,5730,117961,118446,120026,120578,137493,118762,120580
4764,3853,8094,117961,118343,119142,117905,117906,290919,117908
23449,78090,7287,117961,117962,119223,118278,118260,290919,118279
24397,25266,16701,117961,118300,118458,118293,118302,118295,118296
12818,38391,6656,118095,118096,118008,117879,117897,19721,117880
11292,80259,87910,91261,118026,118027,118451,126309,118453,118454
5675,39743,6035,117890,117891,117878,117879,117879,19721,117880
15593,73543,5235,120864,121013,121961,125171,174005,118424,125173
27386,25287,8368,91261,118026,118202,118321,117906,290919,118322
3295,39883,5330,117961,118052,118867,118685,279443,308574,118687
833,28117,5278,118887,118888,125440,120006,303717,118424,120008
4506,969,1383,121005,121006,118575,122129,164523,121916,122131
32359,35788,108112,117961,117969,118970,120647,121659,118398,120649
19909,23096,4698,117961,117962,118352,118321,117906,290919,118322
4558,6977,770,117961,118300,120722,118747,130134,118453,118749
7399,27082,59748,117961,118386,121961,118784,117906,290919,118786
20471,37008,44062,117961,117962,118910,118784,117906,290919,118786
5219,75078,1899,117961,118386,118896,118321,117906,290919,118322
31660,79092,4175,117961,118343,118292,119433,133686,118424,119435
4674,19663,13441,117961,118225,122870,124886,128018,118643,124888
7709,31920,15967,117961,118300,124942,118784,117906,290919,118786
8120,18418,23103,118290,118291,119136,119137,122050,118474,119139
10035,78240,85475,117961,118300,123472,117905,117906,290919,117908
15529,31232,59000,118181,118182,117941,118568,292195,19721,118570
2691,80154,858,117961,118327,118529,118777,279443,308574,118779
17654,391,50640,117926,117927,117884,117879,117886,19721,117880
24935,14725,20382,117961,118300,124942,118777,279443,308574,118779
16014,78399,4215,118212,118213,118597,118728,301534,118295,118730
25810,35050,1140,117961,117962,118352,118321,117906,290919,118322
22155,40712,771,117961,118300,120722,118784,152747,290919,118786
27720,37709,46767,117929,117930,117912,117885,117913,117887,117888
25110,34950,74831,117961,118327,118391,117905,117906,290919,117908
24039,34436,72192,117902,117903,120283,118863,142453,118398,118865
13376,102696,50976,117961,118413,119968,118784,117906,290919,118786
25154,30583,32884,118573,118574,117945,117946,129731,292795,117948
28147,22682,13441,117961,118225,122870,118207,279443,270488,118209
20889,34924,60792,117961,118327,121694,118536,147608,308574,118539
11300,42031,93671,117961,118386,118522,118318,128948,118205,118319
21971,34832,2034,117961,118052,118328,299559,259703,118205,163732
21404,39907,14731,117961,118446,118447,118784,213944,290919,118786
26566,28149,36051,117961,118386,118635,118685,120316,308574,118687
7372,15716,57718,117961,119256,119257,117946,118806,292795,117948
29891,80904,56058,118212,118213,118458,118912,309291,118424,118914
5691,75631,2014,117961,117962,117904,119949,311441,290919,119951
25087,79092,4417,117961,118413,119968,130857,232825,308574,130858
27193,33058,46104,117961,118327,120559,120560,304465,118643,120562
16219,17278,119074,118163,119075,119076,118834,124426,118424,118836
12153,78903,4362,117961,118343,126955,118777,279443,308574,118779
15030,75834,16125,117961,118052,120417,122274,244798,3130,122275
465,1098,7079,117961,118343,118514,118685,120316,308574,118687
22560,79092,6235,117961,118343,118437,118777,279443,308574,118779
11871,33235,2409,117961,117962,117904,119949,123170,290919,119951
17978,2342,46224,117961,118327,118378,120952,130134,118453,120954
13440,39883,25293,117961,118386,118317,128764,130802,118612,128765
14910,79092,91868,117961,118343,123454,118321,117906,290919,118322
26310,28889,23345,117961,118327,123757,122030,194078,122032,122033
20646,45412,2072,118138,118139,131868,119192,308590,119184,119194
14570,81360,7971,117961,118386,120361,118259,120721,290919,118261
24252,15672,111936,117961,118300,118783,118784,117906,290919,118786
16473,7678,7761,118752,118753,119121,118274,118806,292795,118276
11174,917,4511,117961,118300,119195,117905,117906,290919,117908
23753,6977,17789,117961,118052,119986,117905,117906,290919,117908
29866,28149,70062,117961,118386,118746,117905,117906,290919,117908
32681,14925,20361,117961,117962,118352,118321,117906,290919,118322
307,77178,3225,117961,118327,118929,118321,117906,290919,118322
24853,42085,59000,118181,118182,117912,117885,117886,117887,117888
287,42972,49323,118990,118991,118992,118321,117906,290919,118322
3061,13878,25487,5110,117954,117895,117899,117897,19721,117900
29015,33146,21837,117961,118327,118507,118890,138290,118398,118892
3234,73117,15567,117961,118052,119408,118536,118537,308574,118539
8970,78970,1911,117943,117944,118042,118043,118043,270488,118046
1288,16639,17598,117961,118300,118631,307024,132719,118331,118332
28332,25210,116406,117961,117962,120677,122067,297566,118424,122069
18082,80238,7520,117961,118343,124725,117905,240983,290919,117908
16930,75834,3145,117961,118300,81476,118054,118054,117887,118055
20661,41591,5060,117961,117962,118791,122022,131419,119221,122024
22500,80168,36145,117961,118052,120304,307024,311622,118331,118332
15184,15714,16900,118256,118257,118623,126684,193644,292795,126685
17488,38704,31067,117893,117894,117895,117896,117897,117887,117898
25990,73876,16850,117961,118225,122298,120591,127477,119095,120593
11357,18418,4929,117961,118300,118825,118826,226343,118424,118828
27979,4675,4362,117961,118343,126955,118777,279443,308574,118779
2001,33237,27102,117961,118327,118507,118863,147148,118398,118865
5520,17292,3116,117961,118300,147589,118826,236735,118424,118828
22571,39325,8501,117961,118386,120361,117905,117906,290919,117908
26074,31202,7539,117961,118343,119987,117905,117906,290919,117908
21117,23921,2395,117961,118300,119488,118172,301534,249618,118175
2320,42313,3788,117961,118343,120722,118321,117906,290919,118322
27243,27356,6217,117961,118327,118328,120765,120765,118467,120767
19780,38114,7320,5110,117954,122672,128197,273102,119772,128199
8430,41570,20394,117961,118052,118706,123045,123637,120518,123047
28134,80734,15888,118595,118596,81476,179731,233390,117887,117973
6201,33054,132087,117961,118300,118301,118054,118443,117887,118055
20285,36281,15918,117961,118327,118320,120690,136365,290919,120692
23319,28441,3770,117961,118343,118395,118890,125128,118398,118892
3658,34195,17831,117961,118343,28618,121594,131163,4673,121596
11592,78180,4515,117961,118225,119824,118321,117906,290919,118322
31118,43450,770,117961,118300,119181,118451,130134,118453,118454
24693,36023,1938,117961,118300,118066,179731,304465,117887,117973
27025,33054,3656,117961,118300,118631,118924,153285,118667,118926
15459,28294,52856,117961,118052,118053,118207,174445,270488,118209
23801,80883,48938,118169,118170,119781,118043,224182,270488,118046
14957,42208,858,117961,118327,118529,122129,305057,121916,122131
929,77300,15459,118169,118170,135245,259173,143905,292795,118943
27274,34562,19959,117961,118327,274241,118636,185272,118638,118639
10234,39883,4500,117961,118052,118881,118321,240983,290919,118322
19991,4675,8074,117961,118300,119181,117905,240983,290919,117908
22612,87695,44038,117902,118041,117904,118028,118368,117887,118030
1034,20348,52687,117961,117962,118910,119346,4673,4673,119348
14876,18072,55638,119280,119281,118623,118995,136748,292795,118997
26764,22643,2409,117961,117962,117904,118368,118368,117887,118486
10575,34582,1409,117961,118300,118437,118958,118959,118960,118961
16941,41576,50089,117961,118343,118514,118321,240983,290919,118322
16964,79092,4838,117961,118343,120126,118834,133686,118424,118836
12883,73446,13635,119134,119135,119136,122129,186765,121916,122131
19301,35792,1216,117902,117903,118507,122989,214603,119006,122991
24520,28149,71171,117961,118386,123844,119962,119962,118205,119964
4651,16271,5649,118290,118291,118684,124305,124306,118762,124307
21488,5404,5409,117961,118343,119993,117905,240983,290919,117908
21583,29095,14650,118219,118220,117920,117899,117899,19721,117900
15297,36074,8121,91261,118026,118746,117905,117906,290919,117908
29321,35376,28245,118315,118463,123089,117905,130219,290919,117908
13784,4675,2930,117961,118343,118700,120690,136365,290919,120692
18219,75901,4715,117961,118300,125872,118422,249904,118424,118425
17114,80440,25629,117961,118343,120291,120006,129545,118424,120008
29568,13878,73001,117910,118855,117884,118568,130023,19721,118570
7749,80229,7547,117961,118327,118933,118784,130086,290919,118786
32154,25993,13814,117961,118343,119598,120497,133686,118424,120499
27418,4605,718,117961,118300,119181,118259,126363,290919,118261
12874,36892,7314,117961,118300,121951,117905,117906,290919,117908
6662,35376,5697,117961,118386,118692,118784,126514,290919,118786
30272,15022,59785,91261,118026,120671,121143,139068,249618,121145
25823,42085,58976,118219,118220,117941,117899,117897,19721,117900
14457,312131,25813,117961,118300,118066,118321,117906,290919,118322
6069,33642,60003,119615,119616,117895,118568,281735,19721,118570
31509,28149,58719,117961,118386,119954,118054,128999,117887,118055
1805,75649,3000,117961,118225,120551,118321,240983,290919,118322
27409,70452,13401,118953,118954,118246,179731,163434,117887,117973
8693,278393,2837,118887,118888,118631,120344,310610,118424,120346
29816,55932,17669,117961,118300,118514,118321,117906,290919,118322
25240,45624,71401,91261,118026,118202,117905,117906,290919,117908
27836,972,4950,117961,118343,118911,118826,236735,118424,118828
8907,76299,56767,117916,117917,117884,117885,117913,117887,117888
31592,5906,1988,117961,118446,16232,117905,117906,290919,117908
29515,75928,83934,138798,138799,120539,118641,253938,118643,118644
4817,40630,52105,118595,118596,81476,118422,149098,118424,118425
15511,73189,16922,117961,117962,118501,118321,118448,290919,118322
15123,1020,17669,117961,118300,118514,118321,117906,290919,118322
24618,100474,5244,117961,118343,119598,117905,117906,290919,117908
20131,74369,58967,118000,118001,117884,118568,188138,19721,118570
5083,75639,73833,118315,118463,119214,118321,117906,290919,118322
12740,79121,49440,117961,118300,118631,118054,118054,117887,118055
14961,73756,51773,117961,118446,118684,118321,117906,290919,118322
3916,75078,5269,119596,119597,120356,122067,205243,118424,122069
23640,43324,70062,117961,118386,118746,117905,240983,290919,117908
21434,72024,50051,117961,118052,120304,118054,118443,117887,118055
7881,35925,3281,117961,118225,120041,119093,120324,119095,119096
23222,74995,1146,117961,118225,120663,117905,240983,290919,117908
22311,80094,20361,117961,117962,118352,118321,117906,290919,118322
26555,23096,3509,118752,119070,118042,118043,118043,270488,118046
18189,34583,744,117961,118300,120722,117905,117906,290919,117908
3024,41846,22835,117961,117969,19666,118396,236551,118398,118399
15100,33054,918,117961,118300,118458,118980,187517,118295,118982
5029,35991,13874,117961,118446,120368,118321,250732,290919,118322
13553,23921,4638,117961,118343,119987,117905,117906,290919,117908
21264,312103,16922,117961,117962,118501,117905,117906,290919,117908
4225,974,743,117961,118343,120722,118321,117906,290919,118322
10454,45709,4145,117961,118300,120026,120344,303717,118424,120346
6704,6676,14928,117961,118446,120317,118321,117906,290919,118322
11301,75834,2437,118290,118291,19772,126085,253147,119221,126087
7379,16636,221,117961,118413,120370,118321,118448,290919,118322
13232,25270,15902,117961,118052,120398,118054,120716,117887,118055
10026,74478,13135,117961,118225,120535,179731,137925,117887,117973
23242,45391,52140,118887,118888,124656,118980,236007,118295,118982
18539,14354,57818,117916,118011,118810,119323,119324,19793,119325
21361,23096,27818,117916,117917,117884,117885,117913,117887,117888
3198,81481,96704,117910,117911,117884,117879,117886,19721,117880
3550,37793,20563,117890,117891,117878,117879,117879,19721,117880
23592,38469,33884,118670,118671,117895,117896,117913,117887,117898
19249,34808,139593,118573,118574,119781,119782,159510,119784,119785
11022,81070,49655,117961,118446,122550,122551,117906,118762,122552
11018,19965,60121,121785,121786,142145,118321,156948,290919,118322
32339,18467,1475,117902,117903,118450,121372,148801,119184,121374
10786,27124,19832,117961,118327,123757,118321,117906,290919,118322
21221,80848,15964,117961,118446,120317,118361,127527,118363,118364
31337,20274,25631,117961,118343,120291,118422,144350,118424,118425
14567,80668,19839,117961,118300,123201,118321,118448,290919,118322
27013,88503,7490,118349,118350,122672,130857,125539,308574,130858
22156,28149,71189,117961,118386,118746,118318,168365,118205,118319
18846,67717,50302,117932,117933,117878,117879,117879,19721,117880
9793,32270,4100,118290,118291,124668,118728,303050,118295,118730
22674,69390,3281,117961,118225,120323,120591,120592,119095,120593
19079,76917,8094,125714,125715,119142,118321,117906,290919,118322
21847,25993,2014,117961,117962,117904,118958,127525,118960,118961
32603,27124,96560,117961,118327,4674,118747,130134,118453,118749
14810,73145,51740,118752,118753,119121,280788,130913,292795,119082
16341,20788,46254,117961,118327,126310,118641,123881,118643,118644
5556,3853,7001,117961,118327,118933,128230,302830,4673,128231
6927,16767,7076,117961,118225,119238,119093,150341,119095,119096
27949,20299,19857,117929,117940,117941,118568,281735,19721,118570
2755,16767,7076,117961,118225,119238,119093,121698,119095,119096
16711,21668,1550,117961,118225,123173,118054,118054,117887,118055
7160,26841,5504,117961,118300,118514,117905,117906,290919,117908
6339,34026,36144,117961,118300,124816,118685,126297,308574,118687
8955,32270,5396,117961,118343,120270,120773,118959,118960,120774
26303,74754,15895,117961,118052,120677,122067,300136,118424,122069
11303,391,16049,117926,118124,81476,179731,120238,117887,117973
26336,80229,7519,91261,118026,118202,118784,124402,290919,118786
12687,73815,75709,118315,118463,118522,118784,121926,290919,118786
19051,33937,25630,117961,118343,120291,120497,234773,118424,120499
3654,25985,16850,117961,118225,119092,119093,131097,119095,119096
26133,80862,7520,117961,118343,124725,118321,117906,290919,118322
382,40204,20382,117961,118300,124942,118784,117906,290919,118786
25634,7543,13419,117961,118300,120059,120812,305057,118638,120814
25121,25098,2074,118441,118442,118378,118054,121603,117887,118055
2744,15913,5899,117961,118327,120318,118641,120319,118643,118644
22607,14960,1549,118084,118085,117884,117885,117913,117887,117888
31098,79092,46170,118290,118291,118889,118028,307233,117887,118030
4561,36332,1140,117961,117962,118352,118321,240983,290919,118322
16523,3130,46646,119280,119281,118623,126684,130913,292795,126685
29107,25231,1274,118887,118888,118889,118863,307233,118398,118865
32191,32270,16573,117961,118225,125919,130362,130363,130364,130365
3688,33054,5022,118887,118888,118631,118912,309291,118424,118914
23213,34924,8487,117961,118327,118320,118321,118448,290919,118322
20695,79092,21823,117961,118446,118684,117905,117906,290919,117908
13938,34924,1912,117943,117944,118042,120097,174445,270488,120099
6834,4675,5360,117961,118446,118684,118321,117906,290919,118322
2537,30932,58865,117961,118446,119064,118702,142652,118704,118705
17276,18072,7426,117961,118225,119238,119093,120324,119095,119096
10445,74166,15964,117961,118446,118684,118361,127527,118363,118364
23929,75870,918,117961,118300,118458,118980,187517,118295,118982
12249,27614,60792,117961,118327,121694,118685,147101,308574,118687
14142,35004,51375,118212,118213,118684,119065,215972,118667,119067
